benchmark,input_size,run,opcode,count
arithmetic,10000,2,OP_POP,60001
arithmetic,10000,2,OP_GET_GLOBAL,70003
arithmetic,10000,2,OP_DEFINE_GLOBAL,3
arithmetic,10000,2,OP_SET_GLOBAL,50000
arithmetic,10000,2,OP_LESS,10001
arithmetic,10000,2,OP_ADD,20000
arithmetic,10000,2,OP_SUBTRACT,10000
arithmetic,10000,2,OP_MULTIPLY,10000
arithmetic,10000,2,OP_DIVIDE,10000
arithmetic,10000,2,OP_PRINT,1
arithmetic,10000,2,OP_JUMP_IF_FALSE,10001
arithmetic,10000,2,OP_LOOP,10000
arithmetic,10000,2,OP_RETURN,1
arithmetic,10000,3,OP_CONSTANT,50003
arithmetic,10000,3,OP_NIL,1
arithmetic,10000,3,OP_POP,60001
arithmetic,10000,3,OP_GET_GLOBAL,70003
arithmetic,10000,3,OP_DEFINE_GLOBAL,3
arithmetic,10000,3,OP_SET_GLOBAL,50000
arithmetic,10000,3,OP_LESS,10001
arithmetic,10000,3,OP_ADD,20000
arithmetic,10000,3,OP_SUBTRACT,10000
arithmetic,10000,3,OP_MULTIPLY,10000
arithmetic,10000,3,OP_DIVIDE,10000
arithmetic,10000,3,OP_PRINT,1
arithmetic,10000,3,OP_JUMP_IF_FALSE,10001
arithmetic,10000,3,OP_LOOP,10000
arithmetic,10000,3,OP_RETURN,1
arithmetic,10000,4,OP_CONSTANT,50003
arithmetic,10000,4,OP_NIL,1
arithmetic,10000,4,OP_POP,60001
arithmetic,10000,4,OP_GET_GLOBAL,70003
arithmetic,10000,4,OP_DEFINE_GLOBAL,3
arithmetic,10000,4,OP_SET_GLOBAL,50000
arithmetic,10000,4,OP_LESS,10001
arithmetic,10000,4,OP_ADD,20000
arithmetic,10000,4,OP_SUBTRACT,10000
arithmetic,10000,4,OP_MULTIPLY,10000
arithmetic,10000,4,OP_DIVIDE,10000
arithmetic,10000,4,OP_PRINT,1
arithmetic,10000,4,OP_JUMP_IF_FALSE,10001
arithmetic,10000,4,OP_LOOP,10000
arithmetic,10000,4,OP_RETURN,1
arithmetic,10000,5,OP_CONSTANT,50003
arithmetic,10000,5,OP_NIL,1
arithmetic,10000,5,OP_POP,60001
arithmetic,10000,5,OP_GET_GLOBAL,70003
arithmetic,10000,5,OP_DEFINE_GLOBAL,3
arithmetic,10000,5,OP_SET_GLOBAL,50000
arithmetic,10000,5,OP_LESS,10001
arithmetic,10000,5,OP_ADD,20000
arithmetic,10000,5,OP_SUBTRACT,10000
arithmetic,10000,5,OP_MULTIPLY,10000
arithmetic,10000,5,OP_DIVIDE,10000
arithmetic,10000,5,OP_PRINT,1
arithmetic,10000,5,OP_JUMP_IF_FALSE,10001
arithmetic,10000,5,OP_LOOP,10000
arithmetic,10000,5,OP_RETURN,1
closures,1000000,1,OP_CONSTANT,2000004
closures,1000000,1,OP_NIL,1
closures,1000000,1,OP_POP,4000002
closures,1000000,1,OP_GET_LOCAL,1
closures,1000000,1,OP_GET_GLOBAL,4000004
closures,1000000,1,OP_DEFINE_GLOBAL,4
closures,1000000,1,OP_SET_GLOBAL,1000000
closures,1000000,1,OP_GET_UPVALUE,2000002
closures,1000000,1,OP_SET_UPVALUE,1000001
closures,1000000,1,OP_LESS,1000001
closures,1000000,1,OP_ADD,2000001
closures,1000000,1,OP_PRINT,1
closures,1000000,1,OP_JUMP_IF_FALSE,1000001
closures,1000000,1,OP_LOOP,1000000
closures,1000000,1,OP_CALL,1000002
closures,1000000,1,OP_CLOSURE,2
closures,1000000,1,OP_RETURN,1000003
closures,1000000,2,OP_CONSTANT,2000004
closures,1000000,2,OP_NIL,1
closures,1000000,2,OP_POP,4000002
closures,1000000,2,OP_GET_LOCAL,1
closures,1000000,2,OP_GET_GLOBAL,4000004
closures,1000000,2,OP_DEFINE_GLOBAL,4
closures,1000000,2,OP_SET_GLOBAL,1000000
closures,1000000,2,OP_GET_UPVALUE,2000002
closures,1000000,2,OP_SET_UPVALUE,1000001
closures,1000000,2,OP_LESS,1000001
closures,1000000,2,OP_ADD,2000001
closures,1000000,2,OP_PRINT,1
closures,1000000,2,OP_JUMP_IF_FALSE,1000001
closures,1000000,2,OP_LOOP,1000000
closures,1000000,2,OP_CALL,1000002
closures,1000000,2,OP_CLOSURE,2
closures,1000000,2,OP_RETURN,1000003
closures,1000000,3,OP_CONSTANT,2000004
closures,1000000,3,OP_NIL,1
closures,1000000,3,OP_POP,4000002
closures,1000000,3,OP_GET_LOCAL,1
closures,1000000,3,OP_GET_GLOBAL,4000004
closures,1000000,3,OP_DEFINE_GLOBAL,4
closures,1000000,3,OP_SET_GLOBAL,1000000
closures,1000000,3,OP_GET_UPVALUE,2000002
closures,1000000,3,OP_SET_UPVALUE,1000001
closures,1000000,3,OP_LESS,1000001
closures,1000000,3,OP_ADD,2000001
closures,1000000,3,OP_PRINT,1
closures,1000000,3,OP_JUMP_IF_FALSE,1000001
closures,1000000,3,OP_LOOP,1000000
closures,1000000,3,OP_CALL,1000002
closures,1000000,3,OP_CLOSURE,2
closures,1000000,3,OP_RETURN,1000003
closures,1000000,4,OP_CONSTANT,2000004
closures,1000000,4,OP_NIL,1
closures,1000000,4,OP_POP,4000002
closures,1000000,4,OP_GET_LOCAL,1
closures,1000000,4,OP_GET_GLOBAL,4000004
closures,1000000,4,OP_DEFINE_GLOBAL,4
closures,1000000,4,OP_SET_GLOBAL,1000000
closures,1000000,4,OP_GET_UPVALUE,2000002
closures,1000000,4,OP_SET_UPVALUE,1000001
closures,1000000,4,OP_LESS,1000001
closures,1000000,4,OP_ADD,2000001
closures,1000000,4,OP_PRINT,1
closures,1000000,4,OP_JUMP_IF_FALSE,1000001
closures,1000000,4,OP_LOOP,1000000
closures,1000000,4,OP_CALL,1000002
closures,1000000,4,OP_CLOSURE,2
closures,1000000,4,OP_RETURN,1000003
closures,1000000,5,OP_CONSTANT,2000004
closures,1000000,5,OP_NIL,1
closures,1000000,5,OP_POP,4000002
closures,1000000,5,OP_GET_LOCAL,1
closures,1000000,5,OP_GET_GLOBAL,4000004
closures,1000000,5,OP_DEFINE_GLOBAL,4
closures,1000000,5,OP_SET_GLOBAL,1000000
closures,1000000,5,OP_GET_UPVALUE,2000002
closures,1000000,5,OP_SET_UPVALUE,1000001
closures,1000000,5,OP_LESS,1000001
closures,1000000,5,OP_ADD,2000001
closures,1000000,5,OP_PRINT,1
closures,1000000,5,OP_JUMP_IF_FALSE,1000001
closures,1000000,5,OP_LOOP,1000000
closures,1000000,5,OP_CALL,1000002
closures,1000000,5,OP_CLOSURE,2
closures,1000000,5,OP_RETURN,1000003
closures,100000,1,OP_CONSTANT,200004
closures,100000,1,OP_NIL,1
closures,100000,1,OP_POP,400002
closures,100000,1,OP_GET_LOCAL,1
closures,100000,1,OP_GET_GLOBAL,400004
closures,100000,1,OP_DEFINE_GLOBAL,4
closures,100000,1,OP_SET_GLOBAL,100000
closures,100000,1,OP_GET_UPVALUE,200002
closures,100000,1,OP_SET_UPVALUE,100001
closures,100000,1,OP_LESS,100001
closures,100000,1,OP_ADD,200001
closures,100000,1,OP_PRINT,1
closures,100000,1,OP_JUMP_IF_FALSE,100001
closures,100000,1,OP_LOOP,100000
closures,100000,1,OP_CALL,100002
closures,100000,1,OP_CLOSURE,2
closures,100000,1,OP_RETURN,100003
closures,100000,2,OP_CONSTANT,200004
closures,100000,2,OP_NIL,1
closures,100000,2,OP_POP,400002
closures,100000,2,OP_GET_LOCAL,1
closures,100000,2,OP_GET_GLOBAL,400004
closures,100000,2,OP_DEFINE_GLOBAL,4
closures,100000,2,OP_SET_GLOBAL,100000
closures,100000,2,OP_GET_UPVALUE,200002
closures,100000,2,OP_SET_UPVALUE,100001
closures,100000,2,OP_LESS,100001
closures,100000,2,OP_ADD,200001
closures,100000,2,OP_PRINT,1
closures,100000,2,OP_JUMP_IF_FALSE,100001
closures,100000,2,OP_LOOP,100000
closures,100000,2,OP_CALL,100002
closures,100000,2,OP_CLOSURE,2
closures,100000,2,OP_RETURN,100003
closures,100000,3,OP_CONSTANT,200004
closures,100000,3,OP_NIL,1
closures,100000,3,OP_POP,400002
closures,100000,3,OP_GET_LOCAL,1
closures,100000,3,OP_GET_GLOBAL,400004
closures,100000,3,OP_DEFINE_GLOBAL,4
closures,100000,3,OP_SET_GLOBAL,100000
closures,100000,3,OP_GET_UPVALUE,200002
closures,100000,3,OP_SET_UPVALUE,100001
closures,100000,3,OP_LESS,100001
closures,100000,3,OP_ADD,200001
closures,100000,3,OP_PRINT,1
closures,100000,3,OP_JUMP_IF_FALSE,100001
closures,100000,3,OP_LOOP,100000
closures,100000,3,OP_CALL,100002
closures,100000,3,OP_CLOSURE,2
closures,100000,3,OP_RETURN,100003
closures,100000,4,OP_CONSTANT,200004
closures,100000,4,OP_NIL,1
closures,100000,4,OP_POP,400002
closures,100000,4,OP_GET_LOCAL,1
closures,100000,4,OP_GET_GLOBAL,400004
closures,100000,4,OP_DEFINE_GLOBAL,4
closures,100000,4,OP_SET_GLOBAL,100000
closures,100000,4,OP_GET_UPVALUE,200002
closures,100000,4,OP_SET_UPVALUE,100001
closures,100000,4,OP_LESS,100001
closures,100000,4,OP_ADD,200001
closures,100000,4,OP_PRINT,1
closures,100000,4,OP_JUMP_IF_FALSE,100001
closures,100000,4,OP_LOOP,100000
closures,100000,4,OP_CALL,100002
closures,100000,4,OP_CLOSURE,2
closures,100000,4,OP_RETURN,100003
closures,100000,5,OP_CONSTANT,200004
closures,100000,5,OP_NIL,1
closures,100000,5,OP_POP,400002
closures,100000,5,OP_GET_LOCAL,1
closures,100000,5,OP_GET_GLOBAL,400004
closures,100000,5,OP_DEFINE_GLOBAL,4
closures,100000,5,OP_SET_GLOBAL,100000
closures,100000,5,OP_GET_UPVALUE,200002
closures,100000,5,OP_SET_UPVALUE,100001
closures,100000,5,OP_LESS,100001
closures,100000,5,OP_ADD,200001
closures,100000,5,OP_PRINT,1
closures,100000,5,OP_JUMP_IF_FALSE,100001
closures,100000,5,OP_LOOP,100000
closures,100000,5,OP_CALL,100002
closures,100000,5,OP_CLOSURE,2
closures,100000,5,OP_RETURN,100003
closures,10000,1,OP_CONSTANT,20004
closures,10000,1,OP_NIL,1
closures,10000,1,OP_POP,40002
closures,10000,1,OP_GET_LOCAL,1
closures,10000,1,OP_GET_GLOBAL,40004
closures,10000,1,OP_DEFINE_GLOBAL,4
closures,10000,1,OP_SET_GLOBAL,10000
closures,10000,1,OP_GET_UPVALUE,20002
closures,10000,1,OP_SET_UPVALUE,10001
closures,10000,1,OP_LESS,10001
closures,10000,1,OP_ADD,20001
closures,10000,1,OP_PRINT,1
closures,10000,1,OP_JUMP_IF_FALSE,10001
closures,10000,1,OP_LOOP,10000
closures,10000,1,OP_CALL,10002
closures,10000,1,OP_CLOSURE,2
closures,10000,1,OP_RETURN,10003
closures,10000,2,OP_CONSTANT,20004
closures,10000,2,OP_NIL,1
closures,10000,2,OP_POP,40002
closures,10000,2,OP_GET_LOCAL,1
closures,10000,2,OP_GET_GLOBAL,40004
closures,10000,2,OP_DEFINE_GLOBAL,4
closures,10000,2,OP_SET_GLOBAL,10000
closures,10000,2,OP_GET_UPVALUE,20002
closures,10000,2,OP_SET_UPVALUE,10001
closures,10000,2,OP_LESS,10001
closures,10000,2,OP_ADD,20001
closures,10000,2,OP_PRINT,1
closures,10000,2,OP_JUMP_IF_FALSE,10001
closures,10000,2,OP_LOOP,10000
closures,10000,2,OP_CALL,10002
closures,10000,2,OP_CLOSURE,2
closures,10000,2,OP_RETURN,10003
closures,10000,3,OP_CONSTANT,20004
closures,10000,3,OP_NIL,1
closures,10000,3,OP_POP,40002
closures,10000,3,OP_GET_LOCAL,1
closures,10000,3,OP_GET_GLOBAL,40004
closures,10000,3,OP_DEFINE_GLOBAL,4
closures,10000,3,OP_SET_GLOBAL,10000
closures,10000,3,OP_GET_UPVALUE,20002
closures,10000,3,OP_SET_UPVALUE,10001
closures,10000,3,OP_LESS,10001
closures,10000,3,OP_ADD,20001
closures,10000,3,OP_PRINT,1
closures,10000,3,OP_JUMP_IF_FALSE,10001
closures,10000,3,OP_LOOP,10000
closures,10000,3,OP_CALL,10002
closures,10000,3,OP_CLOSURE,2
closures,10000,3,OP_RETURN,10003
closures,10000,4,OP_CONSTANT,20004
closures,10000,4,OP_NIL,1
closures,10000,4,OP_POP,40002
closures,10000,4,OP_GET_LOCAL,1
closures,10000,4,OP_GET_GLOBAL,40004
closures,10000,4,OP_DEFINE_GLOBAL,4
closures,10000,4,OP_SET_GLOBAL,10000
closures,10000,4,OP_GET_UPVALUE,20002
closures,10000,4,OP_SET_UPVALUE,10001
closures,10000,4,OP_LESS,10001
closures,10000,4,OP_ADD,20001
closures,10000,4,OP_PRINT,1
closures,10000,4,OP_JUMP_IF_FALSE,10001
closures,10000,4,OP_LOOP,10000
closures,10000,4,OP_CALL,10002
closures,10000,4,OP_CLOSURE,2
closures,10000,4,OP_RETURN,10003
closures,10000,5,OP_CONSTANT,20004
closures,10000,5,OP_NIL,1
closures,10000,5,OP_POP,40002
closures,10000,5,OP_GET_LOCAL,1
closures,10000,5,OP_GET_GLOBAL,40004
closures,10000,5,OP_DEFINE_GLOBAL,4
closures,10000,5,OP_SET_GLOBAL,10000
closures,10000,5,OP_GET_UPVALUE,20002
closures,10000,5,OP_SET_UPVALUE,10001
closures,10000,5,OP_LESS,10001
closures,10000,5,OP_ADD,20001
closures,10000,5,OP_PRINT,1
closures,10000,5,OP_JUMP_IF_FALSE,10001
closures,10000,5,OP_LOOP,10000
closures,10000,5,OP_CALL,10002
closures,10000,5,OP_CLOSURE,2
closures,10000,5,OP_RETURN,10003
closures,1000,1,OP_CONSTANT,2004
closures,1000,1,OP_NIL,1
closures,1000,1,OP_POP,4002
closures,1000,1,OP_GET_LOCAL,1
closures,1000,1,OP_GET_GLOBAL,4004
closures,1000,1,OP_DEFINE_GLOBAL,4
closures,1000,1,OP_SET_GLOBAL,1000
closures,1000,1,OP_GET_UPVALUE,2002
closures,1000,1,OP_SET_UPVALUE,1001
closures,1000,1,OP_LESS,1001
closures,1000,1,OP_ADD,2001
closures,1000,1,OP_PRINT,1
closures,1000,1,OP_JUMP_IF_FALSE,1001
closures,1000,1,OP_LOOP,1000
closures,1000,1,OP_CALL,1002
closures,1000,1,OP_CLOSURE,2
closures,1000,1,OP_RETURN,1003
closures,1000,2,OP_CONSTANT,2004
closures,1000,2,OP_NIL,1
closures,1000,2,OP_POP,4002
closures,1000,2,OP_GET_LOCAL,1
closures,1000,2,OP_GET_GLOBAL,4004
closures,1000,2,OP_DEFINE_GLOBAL,4
closures,1000,2,OP_SET_GLOBAL,1000
closures,1000,2,OP_GET_UPVALUE,2002
closures,1000,2,OP_SET_UPVALUE,1001
closures,1000,2,OP_LESS,1001
closures,1000,2,OP_ADD,2001
closures,1000,2,OP_PRINT,1
closures,1000,2,OP_JUMP_IF_FALSE,1001
closures,1000,2,OP_LOOP,1000
closures,1000,2,OP_CALL,1002
closures,1000,2,OP_CLOSURE,2
closures,1000,2,OP_RETURN,1003
closures,1000,3,OP_CONSTANT,2004
closures,1000,3,OP_NIL,1
closures,1000,3,OP_POP,4002
closures,1000,3,OP_GET_LOCAL,1
closures,1000,3,OP_GET_GLOBAL,4004
closures,1000,3,OP_DEFINE_GLOBAL,4
closures,1000,3,OP_SET_GLOBAL,1000
closures,1000,3,OP_GET_UPVALUE,2002
closures,1000,3,OP_SET_UPVALUE,1001
closures,1000,3,OP_LESS,1001
closures,1000,3,OP_ADD,2001
closures,1000,3,OP_PRINT,1
closures,1000,3,OP_JUMP_IF_FALSE,1001
closures,1000,3,OP_LOOP,1000
closures,1000,3,OP_CALL,1002
closures,1000,3,OP_CLOSURE,2
closures,1000,3,OP_RETURN,1003
closures,1000,4,OP_CONSTANT,2004
closures,1000,4,OP_NIL,1
closures,1000,4,OP_POP,4002
closures,1000,4,OP_GET_LOCAL,1
closures,1000,4,OP_GET_GLOBAL,4004
closures,1000,4,OP_DEFINE_GLOBAL,4
closures,1000,4,OP_SET_GLOBAL,1000
closures,1000,4,OP_GET_UPVALUE,2002
closures,1000,4,OP_SET_UPVALUE,1001
closures,1000,4,OP_LESS,1001
closures,1000,4,OP_ADD,2001
closures,1000,4,OP_PRINT,1
closures,1000,4,OP_JUMP_IF_FALSE,1001
closures,1000,4,OP_LOOP,1000
closures,1000,4,OP_CALL,1002
closures,1000,4,OP_CLOSURE,2
closures,1000,4,OP_RETURN,1003
closures,1000,5,OP_CONSTANT,2004
closures,1000,5,OP_NIL,1
closures,1000,5,OP_POP,4002
closures,1000,5,OP_GET_LOCAL,1
closures,1000,5,OP_GET_GLOBAL,4004
closures,1000,5,OP_DEFINE_GLOBAL,4
closures,1000,5,OP_SET_GLOBAL,1000
closures,1000,5,OP_GET_UPVALUE,2002
closures,1000,5,OP_SET_UPVALUE,1001
closures,1000,5,OP_LESS,1001
closures,1000,5,OP_ADD,2001
closures,1000,5,OP_PRINT,1
closures,1000,5,OP_JUMP_IF_FALSE,1001
closures,1000,5,OP_LOOP,1000
closures,1000,5,OP_CALL,1002
closures,1000,5,OP_CLOSURE,2
closures,1000,5,OP_RETURN,1003
functions,1000000,1,OP_CONSTANT,1000003
functions,1000000,1,OP_NIL,1
functions,1000000,1,OP_POP,3000001
functions,1000000,1,OP_GET_LOCAL,2000000
functions,1000000,1,OP_GET_GLOBAL,6000003
functions,1000000,1,OP_DEFINE_GLOBAL,4
functions,1000000,1,OP_SET_GLOBAL,2000000
functions,1000000,1,OP_LESS,1000001
functions,1000000,1,OP_ADD,2000000
functions,1000000,1,OP_PRINT,1
functions,1000000,1,OP_JUMP_IF_FALSE,1000001
functions,1000000,1,OP_LOOP,1000000
functions,1000000,1,OP_CALL,1000000
functions,1000000,1,OP_CLOSURE,1
functions,1000000,1,OP_RETURN,1000001
functions,1000000,2,OP_CONSTANT,1000003
functions,1000000,2,OP_NIL,1
functions,1000000,2,OP_POP,3000001
functions,1000000,2,OP_GET_LOCAL,2000000
functions,1000000,2,OP_GET_GLOBAL,6000003
functions,1000000,2,OP_DEFINE_GLOBAL,4
functions,1000000,2,OP_SET_GLOBAL,2000000
functions,1000000,2,OP_LESS,1000001
functions,1000000,2,OP_ADD,2000000
functions,1000000,2,OP_PRINT,1
functions,1000000,2,OP_JUMP_IF_FALSE,1000001
functions,1000000,2,OP_LOOP,1000000
functions,1000000,2,OP_CALL,1000000
functions,1000000,2,OP_CLOSURE,1
functions,1000000,2,OP_RETURN,1000001
functions,1000000,3,OP_CONSTANT,1000003
functions,1000000,3,OP_NIL,1
functions,1000000,3,OP_POP,3000001
functions,1000000,3,OP_GET_LOCAL,2000000
functions,1000000,3,OP_GET_GLOBAL,6000003
functions,1000000,3,OP_DEFINE_GLOBAL,4
functions,1000000,3,OP_SET_GLOBAL,2000000
functions,1000000,3,OP_LESS,1000001
functions,1000000,3,OP_ADD,2000000
functions,1000000,3,OP_PRINT,1
functions,1000000,3,OP_JUMP_IF_FALSE,1000001
functions,1000000,3,OP_LOOP,1000000
functions,1000000,3,OP_CALL,1000000
functions,1000000,3,OP_CLOSURE,1
functions,1000000,3,OP_RETURN,1000001
functions,1000000,4,OP_CONSTANT,1000003
functions,1000000,4,OP_NIL,1
functions,1000000,4,OP_POP,3000001
functions,1000000,4,OP_GET_LOCAL,2000000
functions,1000000,4,OP_GET_GLOBAL,6000003
functions,1000000,4,OP_DEFINE_GLOBAL,4
functions,1000000,4,OP_SET_GLOBAL,2000000
functions,1000000,4,OP_LESS,1000001
functions,1000000,4,OP_ADD,2000000
functions,1000000,4,OP_PRINT,1
functions,1000000,4,OP_JUMP_IF_FALSE,1000001
functions,1000000,4,OP_LOOP,1000000
functions,1000000,4,OP_CALL,1000000
functions,1000000,4,OP_CLOSURE,1
functions,1000000,4,OP_RETURN,1000001
functions,1000000,5,OP_CONSTANT,1000003
functions,1000000,5,OP_NIL,1
functions,1000000,5,OP_POP,3000001
functions,1000000,5,OP_GET_LOCAL,2000000
functions,1000000,5,OP_GET_GLOBAL,6000003
functions,1000000,5,OP_DEFINE_GLOBAL,4
functions,1000000,5,OP_SET_GLOBAL,2000000
functions,1000000,5,OP_LESS,1000001
functions,1000000,5,OP_ADD,2000000
functions,1000000,5,OP_PRINT,1
functions,1000000,5,OP_JUMP_IF_FALSE,1000001
functions,1000000,5,OP_LOOP,1000000
functions,1000000,5,OP_CALL,1000000
functions,1000000,5,OP_CLOSURE,1
functions,1000000,5,OP_RETURN,1000001
functions,100000,1,OP_CONSTANT,100003
functions,100000,1,OP_NIL,1
functions,100000,1,OP_POP,300001
functions,100000,1,OP_GET_LOCAL,200000
functions,100000,1,OP_GET_GLOBAL,600003
functions,100000,1,OP_DEFINE_GLOBAL,4
functions,100000,1,OP_SET_GLOBAL,200000
functions,100000,1,OP_LESS,100001
functions,100000,1,OP_ADD,200000
functions,100000,1,OP_PRINT,1
functions,100000,1,OP_JUMP_IF_FALSE,100001
functions,100000,1,OP_LOOP,100000
functions,100000,1,OP_CALL,100000
functions,100000,1,OP_CLOSURE,1
functions,100000,1,OP_RETURN,100001
functions,100000,2,OP_CONSTANT,100003
functions,100000,2,OP_NIL,1
functions,100000,2,OP_POP,300001
functions,100000,2,OP_GET_LOCAL,200000
functions,100000,2,OP_GET_GLOBAL,600003
functions,100000,2,OP_DEFINE_GLOBAL,4
functions,100000,2,OP_SET_GLOBAL,200000
functions,100000,2,OP_LESS,100001
functions,100000,2,OP_ADD,200000
functions,100000,2,OP_PRINT,1
functions,100000,2,OP_JUMP_IF_FALSE,100001
functions,100000,2,OP_LOOP,100000
functions,100000,2,OP_CALL,100000
functions,100000,2,OP_CLOSURE,1
functions,100000,2,OP_RETURN,100001
functions,100000,3,OP_CONSTANT,100003
functions,100000,3,OP_NIL,1
functions,100000,3,OP_POP,300001
functions,100000,3,OP_GET_LOCAL,200000
functions,100000,3,OP_GET_GLOBAL,600003
functions,100000,3,OP_DEFINE_GLOBAL,4
functions,100000,3,OP_SET_GLOBAL,200000
functions,100000,3,OP_LESS,100001
functions,100000,3,OP_ADD,200000
functions,100000,3,OP_PRINT,1
functions,100000,3,OP_JUMP_IF_FALSE,100001
functions,100000,3,OP_LOOP,100000
functions,100000,3,OP_CALL,100000
functions,100000,3,OP_CLOSURE,1
functions,100000,3,OP_RETURN,100001
functions,100000,4,OP_CONSTANT,100003
functions,100000,4,OP_NIL,1
functions,100000,4,OP_POP,300001
functions,100000,4,OP_GET_LOCAL,200000
functions,100000,4,OP_GET_GLOBAL,600003
functions,100000,4,OP_DEFINE_GLOBAL,4
functions,100000,4,OP_SET_GLOBAL,200000
functions,100000,4,OP_LESS,100001
functions,100000,4,OP_ADD,200000
functions,100000,4,OP_PRINT,1
functions,100000,4,OP_JUMP_IF_FALSE,100001
functions,100000,4,OP_LOOP,100000
functions,100000,4,OP_CALL,100000
functions,100000,4,OP_CLOSURE,1
functions,100000,4,OP_RETURN,100001
functions,100000,5,OP_CONSTANT,100003
functions,100000,5,OP_NIL,1
functions,100000,5,OP_POP,300001
functions,100000,5,OP_GET_LOCAL,200000
functions,100000,5,OP_GET_GLOBAL,600003
functions,100000,5,OP_DEFINE_GLOBAL,4
functions,100000,5,OP_SET_GLOBAL,200000
functions,100000,5,OP_LESS,100001
functions,100000,5,OP_ADD,200000
functions,100000,5,OP_PRINT,1
functions,100000,5,OP_JUMP_IF_FALSE,100001
functions,100000,5,OP_LOOP,100000
functions,100000,5,OP_CALL,100000
functions,100000,5,OP_CLOSURE,1
functions,100000,5,OP_RETURN,100001
functions,10000,1,OP_CONSTANT,10003
functions,10000,1,OP_NIL,1
functions,10000,1,OP_POP,30001
functions,10000,1,OP_GET_LOCAL,20000
functions,10000,1,OP_GET_GLOBAL,60003
functions,10000,1,OP_DEFINE_GLOBAL,4
functions,10000,1,OP_SET_GLOBAL,20000
functions,10000,1,OP_LESS,10001
functions,10000,1,OP_ADD,20000
functions,10000,1,OP_PRINT,1
functions,10000,1,OP_JUMP_IF_FALSE,10001
functions,10000,1,OP_LOOP,10000
functions,10000,1,OP_CALL,10000
functions,10000,1,OP_CLOSURE,1
functions,10000,1,OP_RETURN,10001
functions,10000,2,OP_CONSTANT,10003
functions,10000,2,OP_NIL,1
functions,10000,2,OP_POP,30001
functions,10000,2,OP_GET_LOCAL,20000
functions,10000,2,OP_GET_GLOBAL,60003
functions,10000,2,OP_DEFINE_GLOBAL,4
functions,10000,2,OP_SET_GLOBAL,20000
functions,10000,2,OP_LESS,10001
functions,10000,2,OP_ADD,20000
functions,10000,2,OP_PRINT,1
functions,10000,2,OP_JUMP_IF_FALSE,10001
functions,10000,2,OP_LOOP,10000
functions,10000,2,OP_CALL,10000
functions,10000,2,OP_CLOSURE,1
functions,10000,2,OP_RETURN,10001
functions,10000,3,OP_CONSTANT,10003
functions,10000,3,OP_NIL,1
functions,10000,3,OP_POP,30001
functions,10000,3,OP_GET_LOCAL,20000
functions,10000,3,OP_GET_GLOBAL,60003
functions,10000,3,OP_DEFINE_GLOBAL,4
functions,10000,3,OP_SET_GLOBAL,20000
functions,10000,3,OP_LESS,10001
functions,10000,3,OP_ADD,20000
functions,10000,3,OP_PRINT,1
functions,10000,3,OP_JUMP_IF_FALSE,10001
functions,10000,3,OP_LOOP,10000
functions,10000,3,OP_CALL,10000
functions,10000,3,OP_CLOSURE,1
functions,10000,3,OP_RETURN,10001
functions,10000,4,OP_CONSTANT,10003
functions,10000,4,OP_NIL,1
functions,10000,4,OP_POP,30001
functions,10000,4,OP_GET_LOCAL,20000
functions,10000,4,OP_GET_GLOBAL,60003
functions,10000,4,OP_DEFINE_GLOBAL,4
functions,10000,4,OP_SET_GLOBAL,20000
functions,10000,4,OP_LESS,10001
functions,10000,4,OP_ADD,20000
functions,10000,4,OP_PRINT,1
functions,10000,4,OP_JUMP_IF_FALSE,10001
functions,10000,4,OP_LOOP,10000
functions,10000,4,OP_CALL,10000
functions,10000,4,OP_CLOSURE,1
functions,10000,4,OP_RETURN,10001
functions,10000,5,OP_CONSTANT,10003
functions,10000,5,OP_NIL,1
functions,10000,5,OP_POP,30001
functions,10000,5,OP_GET_LOCAL,20000
functions,10000,5,OP_GET_GLOBAL,60003
functions,10000,5,OP_DEFINE_GLOBAL,4
functions,10000,5,OP_SET_GLOBAL,20000
functions,10000,5,OP_LESS,10001
functions,10000,5,OP_ADD,20000
functions,10000,5,OP_PRINT,1
functions,10000,5,OP_JUMP_IF_FALSE,10001
functions,10000,5,OP_LOOP,10000
functions,10000,5,OP_CALL,10000
functions,10000,5,OP_CLOSURE,1
functions,10000,5,OP_RETURN,10001
functions,1000,1,OP_CONSTANT,1003
functions,1000,1,OP_NIL,1
functions,1000,1,OP_POP,3001
functions,1000,1,OP_GET_LOCAL,2000
functions,1000,1,OP_GET_GLOBAL,6003
functions,1000,1,OP_DEFINE_GLOBAL,4
functions,1000,1,OP_SET_GLOBAL,2000
functions,1000,1,OP_LESS,1001
functions,1000,1,OP_ADD,2000
functions,1000,1,OP_PRINT,1
functions,1000,1,OP_JUMP_IF_FALSE,1001
functions,1000,1,OP_LOOP,1000
functions,1000,1,OP_CALL,1000
functions,1000,1,OP_CLOSURE,1
functions,1000,1,OP_RETURN,1001
functions,1000,2,OP_CONSTANT,1003
functions,1000,2,OP_NIL,1
functions,1000,2,OP_POP,3001
functions,1000,2,OP_GET_LOCAL,2000
functions,1000,2,OP_GET_GLOBAL,6003
functions,1000,2,OP_DEFINE_GLOBAL,4
functions,1000,2,OP_SET_GLOBAL,2000
functions,1000,2,OP_LESS,1001
functions,1000,2,OP_ADD,2000
functions,1000,2,OP_PRINT,1
functions,1000,2,OP_JUMP_IF_FALSE,1001
functions,1000,2,OP_LOOP,1000
