benchmark,input_size,opcode,mean_count,std_count,min_count,max_count,percentage_of_opcodes
inheritance,1000000,OP_INVOKE,1000000.0,0.0,1000000,1000000,3.9999945600073987
inheritance,1000000,OP_JUMP_IF_FALSE,1000001.0,0.0,1000001,1000001,3.9999985600019583
inheritance,1000000,OP_LESS,1000001.0,0.0,1000001,1000001,3.9999985600019583
inheritance,1000000,OP_LOOP,1000000.0,0.0,1000000,1000000,3.9999945600073987
inheritance,1000000,OP_METHOD,2.0,0.0,2,2,7.999989120014797e-06
inheritance,1000000,OP_NIL,1.0,0.0,1,1,3.999994560007398e-06
inheritance,1000000,OP_POP,3000003.0,0.0,3000003,3000003,11.999995680005874
inheritance,1000000,OP_PRINT,1.0,0.0,1,1,3.999994560007398e-06
inheritance,1000000,OP_RETURN,2000001.0,0.0,2000001,2000001,7.999993120009356
inheritance,1000000,OP_SET_GLOBAL,2000000.0,0.0,2000000,2000000,7.9999891200147975
inheritance,1000000,OP_SUPER_INVOKE,1000000.0,0.0,1000000,1000000,3.9999945600073987
loops,10000,OP_ADD,20000.0,0.0,20000,20000,8.510095100312746
loops,10000,OP_CONSTANT,30003.0,0.0,30003,30003,12.766419164734167
loops,10000,OP_DEFINE_GLOBAL,3.0,0.0,3,3,0.0012765142650469118
loops,10000,OP_DIVIDE,10000.0,0.0,10000,10000,4.255047550156373
loops,10000,OP_GET_GLOBAL,60003.0,0.0,60003,60003,25.531561815203286
loops,10000,OP_JUMP,5000.0,0.0,5000,5000,2.1275237750781866
loops,10000,OP_JUMP_IF_FALSE,20001.0,0.0,20001,20001,8.51052060506776
loops,10000,OP_LESS,20001.0,0.0,20001,20001,8.51052060506776
loops,10000,OP_LOOP,10000.0,0.0,10000,10000,4.255047550156373
loops,10000,OP_NIL,1.0,0.0,1,1,0.0004255047550156373
loops,10000,OP_POP,40001.0,0.0,40001,40001,17.020615705380507
loops,10000,OP_PRINT,1.0,0.0,1,1,0.0004255047550156373
loops,10000,OP_RETURN,1.0,0.0,1,1,0.0004255047550156373
loops,10000,OP_SET_GLOBAL,20000.0,0.0,20000,20000,8.510095100312746
loops,100000,OP_ADD,200000.0,0.0,200000,200000,8.510583974995905
loops,100000,OP_CONSTANT,300003.0,0.0,300003,300003,12.76600362125348
loops,100000,OP_DEFINE_GLOBAL,3.0,0.0,3,3,0.00012765875962493856
loops,100000,OP_DIVIDE,100000.0,0.0,100000,100000,4.2552919874979525
loops,100000,OP_GET_GLOBAL,600003.0,0.0,600003,600003,25.531879583747337
loops,100000,OP_JUMP,50000.0,0.0,50000,50000,2.1276459937489762
loops,100000,OP_JUMP_IF_FALSE,200001.0,0.0,200001,200001,8.510626527915779
loops,100000,OP_LESS,200001.0,0.0,200001,200001,8.510626527915779
loops,100000,OP_LOOP,100000.0,0.0,100000,100000,4.2552919874979525
loops,100000,OP_NIL,1.0,0.0,1,1,4.255291987497952e-05
loops,100000,OP_POP,400001.0,0.0,400001,400001,17.021210502911682
loops,100000,OP_PRINT,1.0,0.0,1,1,4.255291987497952e-05
loops,100000,OP_RETURN,1.0,0.0,1,1,4.255291987497952e-05
loops,100000,OP_SET_GLOBAL,200000.0,0.0,200000,200000,8.510583974995905
loops,1000000,OP_ADD,2000000.0,0.0,2000000,2000000,8.51063286555349
loops,1000000,OP_CONSTANT,3000003.0,0.0,3000003,3000003,12.765962064279535
loops,1000000,OP_DEFINE_GLOBAL,3.0,0.0,3,3,1.2765949298330234e-05
loops,1000000,OP_DIVIDE,1000000.0,0.0,1000000,1000000,4.255316432776745
loops,1000000,OP_GET_GLOBAL,6000003.0,0.0,6000003,6000003,25.531911362609765
loops,1000000,OP_JUMP,500000.0,0.0,500000,500000,2.1276582163883724
loops,1000000,OP_JUMP_IF_FALSE,2000001.0,0.0,2000001,2000001,8.510637120869923
loops,1000000,OP_LESS,2000001.0,0.0,2000001,2000001,8.510637120869923
loops,1000000,OP_LOOP,1000000.0,0.0,1000000,1000000,4.255316432776745
loops,1000000,OP_NIL,1.0,0.0,1,1,4.2553164327767445e-06
loops,1000000,OP_POP,4000001.0,0.0,4000001,4000001,17.021269986423412
loops,1000000,OP_PRINT,1.0,0.0,1,1,4.2553164327767445e-06
loops,1000000,OP_RETURN,1.0,0.0,1,1,4.2553164327767445e-06
loops,1000000,OP_SET_GLOBAL,2000000.0,0.0,2000000,2000000,8.51063286555349
loops,10000000,OP_ADD,20000000.0,0.0,20000000,20000000,8.510637754640143
loops,10000000,OP_CONSTANT,30000003.0,0.0,30000003,30000003,12.765957908555878
loops,10000000,OP_DEFINE_GLOBAL,3.0,0.0,3,3,1.2765956631960215e-06
loops,10000000,OP_DIVIDE,10000000.0,0.0,10000000,10000000,4.255318877320072
loops,10000000,OP_GET_GLOBAL,60000003.0,0.0,60000003,60000003,25.531914540516095
loops,10000000,OP_JUMP,5000000.0,0.0,5000000,5000000,2.127659438660036
loops,10000000,OP_JUMP_IF_FALSE,20000001.0,0.0,20000001,20000001,8.51063818017203
loops,10000000,OP_LESS,20000001.0,0.0,20000001,20000001,8.51063818017203
loops,10000000,OP_LOOP,10000000.0,0.0,10000000,10000000,4.255318877320072
loops,10000000,OP_NIL,1.0,0.0,1,1,4.2553188773200713e-07
loops,10000000,OP_POP,40000001.0,0.0,40000001,40000001,17.021275934812174
loops,10000000,OP_PRINT,1.0,0.0,1,1,4.2553188773200713e-07
loops,10000000,OP_RETURN,1.0,0.0,1,1,4.2553188773200713e-07
loops,10000000,OP_SET_GLOBAL,20000000.0,0.0,20000000,20000000,8.510637754640143
objects,1000,OP_ADD,2000.0,0.0,2000,2000,8.682062858135092
objects,1000,OP_CALL,1.0,0.0,1,1,0.004341031429067546
objects,1000,OP_CLASS,1.0,0.0,1,1,0.004341031429067546
objects,1000,OP_CLOSURE,3.0,0.0,3,3,0.013023094287202639
objects,1000,OP_CONSTANT,2003.0,0.0,2003,2003,8.695085952422296
objects,1000,OP_DEFINE_GLOBAL,4.0,0.0,4,4,0.017364125716270183
objects,1000,OP_GET_GLOBAL,4005.0,0.0,4005,4005,17.38583087341552
objects,1000,OP_GET_LOCAL,2003.0,0.0,2003,2003,8.695085952422296
objects,1000,OP_GET_PROPERTY,1001.0,0.0,1001,1001,4.3453724604966135
objects,1000,OP_INVOKE,1001.0,0.0,1001,1001,4.3453724604966135
objects,1000,OP_JUMP_IF_FALSE,1001.0,0.0,1001,1001,4.3453724604966135
objects,1000,OP_LESS,1001.0,0.0,1001,1001,4.3453724604966135
objects,1000,OP_LOOP,1000.0,0.0,1000,1000,4.341031429067546
objects,1000,OP_METHOD,3.0,0.0,3,3,0.013023094287202639
objects,1000,OP_NIL,1001.0,0.0,1001,1001,4.3453724604966135
objects,1000,OP_POP,4003.0,0.0,4003,4003,17.37714881055739
objects,1000,OP_PRINT,1.0,0.0,1,1,0.004341031429067546
objects,1000,OP_RETURN,1003.0,0.0,1003,1003,4.354054523354749
objects,1000,OP_SET_GLOBAL,1000.0,0.0,1000,1000,4.341031429067546
objects,1000,OP_SET_PROPERTY,1001.0,0.0,1001,1001,4.3453724604966135
objects,10000,OP_ADD,20000.0,0.0,20000,20000,8.69429132831383
objects,10000,OP_CALL,1.0,0.0,1,1,0.0004347145664156914
objects,10000,OP_CLASS,1.0,0.0,1,1,0.0004347145664156914
objects,10000,OP_CLOSURE,3.0,0.0,3,3,0.0013041436992470743
objects,10000,OP_CONSTANT,20003.0,0.0,20003,20003,8.695595472013077
objects,10000,OP_DEFINE_GLOBAL,4.0,0.0,4,4,0.0017388582656627657
objects,10000,OP_GET_GLOBAL,40005.0,0.0,40005,40005,17.390756229459736
objects,10000,OP_GET_LOCAL,20003.0,0.0,20003,20003,8.695595472013077
objects,10000,OP_GET_PROPERTY,10001.0,0.0,10001,10001,4.34758037872333
objects,10000,OP_INVOKE,10001.0,0.0,10001,10001,4.34758037872333
objects,10000,OP_JUMP_IF_FALSE,10001.0,0.0,10001,10001,4.34758037872333
objects,10000,OP_LESS,10001.0,0.0,10001,10001,4.34758037872333
objects,10000,OP_LOOP,10000.0,0.0,10000,10000,4.347145664156915
objects,10000,OP_METHOD,3.0,0.0,3,3,0.0013041436992470743
objects,10000,OP_NIL,10001.0,0.0,10001,10001,4.34758037872333
objects,10000,OP_POP,40003.0,0.0,40003,40003,17.389886800326906
objects,10000,OP_PRINT,1.0,0.0,1,1,0.0004347145664156914
objects,10000,OP_RETURN,10003.0,0.0,10003,10003,4.348449807856162
objects,10000,OP_SET_GLOBAL,10000.0,0.0,10000,10000,4.347145664156915
objects,10000,OP_SET_PROPERTY,10001.0,0.0,10001,10001,4.34758037872333
objects,100000,OP_ADD,200000.0,0.0,200000,200000,8.695516070183249
objects,100000,OP_CALL,1.0,0.0,1,1,4.347758035091625e-05
objects,100000,OP_CLASS,1.0,0.0,1,1,4.347758035091625e-05
objects,100000,OP_CLOSURE,3.0,0.0,3,3,0.00013043274105274875
objects,100000,OP_CONSTANT,200003.0,0.0,200003,200003,8.695646502924301
objects,100000,OP_DEFINE_GLOBAL,4.0,0.0,4,4,0.000173910321403665
objects,100000,OP_GET_GLOBAL,400005.0,0.0,400005,400005,17.391249528268254
objects,100000,OP_GET_LOCAL,200003.0,0.0,200003,200003,8.695646502924301
objects,100000,OP_GET_PROPERTY,100001.0,0.0,100001,100001,4.347801512671976
objects,100000,OP_INVOKE,100001.0,0.0,100001,100001,4.347801512671976
objects,100000,OP_JUMP_IF_FALSE,100001.0,0.0,100001,100001,4.347801512671976
objects,100000,OP_LESS,100001.0,0.0,100001,100001,4.347801512671976
objects,100000,OP_LOOP,100000.0,0.0,100000,100000,4.3477580350916245
objects,100000,OP_METHOD,3.0,0.0,3,3,0.00013043274105274875
objects,100000,OP_NIL,100001.0,0.0,100001,100001,4.347801512671976
objects,100000,OP_POP,400003.0,0.0,400003,400003,17.39116257310755
objects,100000,OP_PRINT,1.0,0.0,1,1,4.347758035091625e-05
objects,100000,OP_RETURN,100003.0,0.0,100003,100003,4.347888467832677
objects,100000,OP_SET_GLOBAL,100000.0,0.0,100000,100000,4.3477580350916245
objects,100000,OP_SET_PROPERTY,100001.0,0.0,100001,100001,4.347801512671976
objects,1000000,OP_ADD,2000000.0,0.0,2000000,2000000,8.695638563348336
objects,1000000,OP_CALL,1.0,0.0,1,1,4.347819281674167e-06
objects,1000000,OP_CLASS,1.0,0.0,1,1,4.347819281674167e-06
objects,1000000,OP_CLOSURE,3.0,0.0,3,3,1.3043457845022503e-05
objects,1000000,OP_CONSTANT,2000003.0,0.0,2000003,2000003,8.69565160680618
objects,1000000,OP_DEFINE_GLOBAL,4.0,0.0,4,4,1.739127712669667e-05
objects,1000000,OP_GET_GLOBAL,4000005.0,0.0,4000005,4000005,17.39129886579308
objects,1000000,OP_GET_LOCAL,2000003.0,0.0,2000003,2000003,8.69565160680618
objects,1000000,OP_GET_PROPERTY,1000001.0,0.0,1000001,1000001,4.347823629493449
objects,1000000,OP_INVOKE,1000001.0,0.0,1000001,1000001,4.347823629493449
objects,1000000,OP_JUMP_IF_FALSE,1000001.0,0.0,1000001,1000001,4.347823629493449
objects,1000000,OP_LESS,1000001.0,0.0,1000001,1000001,4.347823629493449
objects,1000000,OP_LOOP,1000000.0,0.0,1000000,1000000,4.347819281674168
objects,1000000,OP_METHOD,3.0,0.0,3,3,1.3043457845022503e-05
objects,1000000,OP_NIL,1000001.0,0.0,1000001,1000001,4.347823629493449
objects,1000000,OP_POP,4000003.0,0.0,4000003,4000003,17.391290170154516
objects,1000000,OP_PRINT,1.0,0.0,1,1,4.347819281674167e-06
objects,1000000,OP_RETURN,1000003.0,0.0,1000003,1000003,4.347832325132013
objects,1000000,OP_SET_GLOBAL,1000000.0,0.0,1000000,1000000,4.347819281674168
objects,1000000,OP_SET_PROPERTY,1000001.0,0.0,1000001,1000001,4.347823629493449
recursion,20,OP_ADD,10945.0,0.0,10945,10945,3.8459105795044066
recursion,20,OP_CALL,21891.0,0.0,21891,21891,7.692172544169115
recursion,20,OP_CLOSURE,1.0,0.0,1,1,0.0003513851603019101
recursion,20,OP_CONSTANT,43782.0,0.0,43782,43782,15.38434508833823
recursion,20,OP_DEFINE_GLOBAL,2.0,0.0,2,2,0.0007027703206038202
recursion,20,OP_GET_GLOBAL,21892.0,0.0,21892,21892,7.692523929329416
recursion,20,OP_GET_LOCAL,54727.0,0.0,54727,54727,19.230255667842634
recursion,20,OP_GREATER,21891.0,0.0,21891,21891,7.692172544169115
recursion,20,OP_JUMP_IF_FALSE,21891.0,0.0,21891,21891,7.692172544169115
recursion,20,OP_NIL,1.0,0.0,1,1,0.0003513851603019101
recursion,20,OP_NOT,21891.0,0.0,21891,21891,7.692172544169115
recursion,20,OP_POP,21891.0,0.0,21891,21891,7.692172544169115
recursion,20,OP_PRINT,1.0,0.0,1,1,0.0003513851603019101
recursion,20,OP_RETURN,21892.0,0.0,21892,21892,7.692523929329416
recursion,20,OP_SUBTRACT,21890.0,0.0,21890,21890,7.691821159008813
recursion,25,OP_ADD,121392.0,0.0,121392,121392,3.8461319113747185
recursion,25,OP_CALL,242785.0,0.0,242785,242785,7.692295506319288
recursion,25,OP_CLOSURE,1.0,0.0,1,1,3.168356985118227e-05
recursion,25,OP_CONSTANT,485570.0,0.0,485570,485570,15.384591012638577
recursion,25,OP_DEFINE_GLOBAL,2.0,0.0,2,2,6.336713970236454e-05
recursion,25,OP_GET_GLOBAL,242786.0,0.0,242786,242786,7.69232718988914
recursion,25,OP_GET_LOCAL,606962.0,0.0,606962,606962,19.230722924013293
recursion,25,OP_GREATER,242785.0,0.0,242785,242785,7.692295506319288
recursion,25,OP_JUMP_IF_FALSE,242785.0,0.0,242785,242785,7.692295506319288
recursion,25,OP_NIL,1.0,0.0,1,1,3.168356985118227e-05
recursion,25,OP_NOT,242785.0,0.0,242785,242785,7.692295506319288
recursion,25,OP_POP,242785.0,0.0,242785,242785,7.692295506319288
recursion,25,OP_PRINT,1.0,0.0,1,1,3.168356985118227e-05
recursion,25,OP_RETURN,242786.0,0.0,242786,242786,7.69232718988914
recursion,25,OP_SUBTRACT,242784.0,0.0,242784,242784,7.692263822749437
recursion,30,OP_ADD,1346268.0,0.0,1346268,1346268,3.8461518683006077
recursion,30,OP_CALL,2692537.0,0.0,2692537,2692537,7.692306593500338
recursion,30,OP_CLOSURE,1.0,0.0,1,1,2.8568991228348345e-06
recursion,30,OP_CONSTANT,5385074.0,0.0,5385074,5385074,15.384613187000676
recursion,30,OP_DEFINE_GLOBAL,2.0,0.0,2,2,5.713798245669669e-06
recursion,30,OP_GET_GLOBAL,2692538.0,0.0,2692538,2692538,7.692309450399461
recursion,30,OP_GET_LOCAL,6731342.0,0.0,6731342,6731342,19.230765055301283
recursion,30,OP_GREATER,2692537.0,0.0,2692537,2692537,7.692306593500338
recursion,30,OP_JUMP_IF_FALSE,2692537.0,0.0,2692537,2692537,7.692306593500338
recursion,30,OP_NIL,1.0,0.0,1,1,2.8568991228348345e-06
recursion,30,OP_NOT,2692537.0,0.0,2692537,2692537,7.692306593500338
recursion,30,OP_POP,2692537.0,0.0,2692537,2692537,7.692306593500338
recursion,30,OP_PRINT,1.0,0.0,1,1,2.8568991228348345e-06
recursion,30,OP_RETURN,2692538.0,0.0,2692538,2692538,7.692309450399461
recursion,30,OP_SUBTRACT,2692536.0,0.0,2692536,2692536,7.6923037366012155
recursion,35,OP_ADD,14930351.0,0.0,14930351,14930351,3.8461536678109676
recursion,35,OP_CALL,29860703.0,0.0,29860703,29860703,7.692307593228316
recursion,35,OP_CLOSURE,1.0,0.0,1,1,2.5760637963641766e-07
recursion,35,OP_CONSTANT,59721406.0,0.0,59721406,59721406,15.384615186456632
recursion,35,OP_DEFINE_GLOBAL,2.0,0.0,2,2,5.152127592728353e-07
recursion,35,OP_GET_GLOBAL,29860704.0,0.0,29860704,29860704,7.692307850834696
recursion,35,OP_GET_LOCAL,74651757.0,0.0,74651757,74651757,19.2307688542676
recursion,35,OP_GREATER,29860703.0,0.0,29860703,29860703,7.692307593228316
recursion,35,OP_JUMP_IF_FALSE,29860703.0,0.0,29860703,29860703,7.692307593228316
recursion,35,OP_NIL,1.0,0.0,1,1,2.5760637963641766e-07
recursion,35,OP_NOT,29860703.0,0.0,29860703,29860703,7.692307593228316
recursion,35,OP_POP,29860703.0,0.0,29860703,29860703,7.692307593228316
recursion,35,OP_PRINT,1.0,0.0,1,1,2.5760637963641766e-07
recursion,35,OP_RETURN,29860704.0,0.0,29860704,29860704,7.692307850834696
recursion,35,OP_SUBTRACT,29860702.0,0.0,29860702,29860702,7.692307335621935
